transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T120505,2023-08-10T01:41:06.377507,ACC521953,ACC953387,275.91,withdrawal,entertainment,Toronto,atm,FALSE,,,-1.67,4,0.64,card,79.168.196.21,D9973052
T120506,2023-07-30T00:54:07.989610,ACC313543,ACC154087,208.1,payment,entertainment,Toronto,mobile,FALSE,,,0.43,20,0.73,UPI,115.190.204.253,D5897500
T120507,2023-07-31T18:43:04.843972,ACC881163,ACC310043,500.03,withdrawal,retail,London,pos,FALSE,,,0.75,20,0.44,card,37.244.100.246,D2345274
T120508,2023-07-25T07:31:04.296498,ACC884142,ACC323273,16.5,transfer,retail,Berlin,mobile,FALSE,,,-0.48,3,0.88,UPI,48.135.96.99,D2656477
T120509,2023-07-09T18:10:13.105454,ACC328425,ACC181609,492.08,payment,retail,London,atm,FALSE,,,0.42,6,0.8,wire_transfer,60.126.81.68,D6067149
T120510,2023-01-24T15:04:23.529057,ACC325197,ACC391165,1779.83,deposit,other,New York,pos,FALSE,,,0.08,2,0.06,UPI,198.193.134.81,D1522898
T120511,2023-12-18T22:02:28.352410,ACC600617,ACC522300,1105.89,deposit,grocery,Singapore,atm,FALSE,,,1.25,18,0.19,wire_transfer,117.24.100.66,D9046745
T120512,2023-09-15T21:21:24.511018,ACC222866,ACC499282,268.1,payment,travel,Toronto,web,FALSE,,,-0.44,11,0.66,ACH,134.81.140.45,D9447333
T120513,2023-09-13T08:01:41.939818,ACC716026,ACC533372,74.78,payment,restaurant,Dubai,web,FALSE,,,0.15,13,0.6,wire_transfer,129.167.159.177,D8683682
T120514,2023-07-06T11:01:30.923532,ACC965737,ACC530727,5.69,transfer,grocery,Tokyo,atm,FALSE,,,-0.29,7,0.2,card,88.229.183.15,D6511818
T120515,2023-10-31T15:18:35.443159,ACC981443,ACC921630,8.32,transfer,online,Berlin,atm,FALSE,,,-1.62,16,0.23,ACH,206.174.97.115,D4838845
T120516,2023-08-14T21:28:11.004497,ACC747745,ACC531644,15.22,transfer,restaurant,Berlin,pos,FALSE,,,-0.37,19,0.44,UPI,163.41.7.164,D9148692
T120517,2023-11-12T22:36:48.879996,ACC677546,ACC282407,0.01,deposit,retail,Dubai,mobile,FALSE,,,-0.32,18,0.82,ACH,48.90.134.26,D5917021
T120518,2023-10-03T13:23:21.448836,ACC127505,ACC444346,110.69,withdrawal,other,New York,web,FALSE,,,0.36,4,0.41,UPI,106.88.116.212,D9046414
T120519,2023-11-17T23:24:51.866491,ACC336883,ACC492509,930.58,deposit,retail,Tokyo,pos,FALSE,,,-0.03,8,0.55,UPI,51.34.4.89,D5135454
T120520,2023-01-26T10:51:27.986674,ACC628998,ACC575301,332.47,withdrawal,other,Tokyo,mobile,FALSE,,,0.7,16,0.52,ACH,122.75.143.27,D3887261
T120521,2023-08-26T03:30:01.116495,ACC357886,ACC643711,277.88,payment,entertainment,Singapore,web,FALSE,,,0.39,19,0.78,UPI,49.88.183.162,D6660043
T120522,2023-07-25T00:01:36.004634,ACC253251,ACC410538,1480.23,deposit,grocery,New York,mobile,FALSE,,,-2.57,13,0.25,card,255.225.4.29,D1617654
T120523,2023-09-04T01:14:48.217162,ACC859054,ACC721942,121.04,payment,restaurant,Sydney,web,FALSE,,,-0.57,20,0.28,wire_transfer,109.253.195.162,D7125675
T120524,2023-06-05T04:20:08.114969,ACC990942,ACC821401,210.52,withdrawal,online,London,pos,FALSE,,,0.53,3,0.04,UPI,52.206.80.66,D5124876
T120525,2023-05-15T22:20:13.230768,ACC815510,ACC747096,270.75,withdrawal,restaurant,Sydney,mobile,FALSE,,,0.37,16,0.7,wire_transfer,114.186.32.22,D6892078
T120526,2023-07-28T03:47:24.792836,ACC976724,ACC660146,0.07,payment,grocery,Sydney,pos,FALSE,,,-0.72,17,0.38,ACH,6.37.22.163,D7559621
T120527,2023-04-22T20:33:26.459180,ACC220432,ACC458376,28.94,transfer,retail,Berlin,pos,FALSE,,,1.28,3,0.8,card,31.127.151.152,D1491858
T120528,2023-02-15T14:04:44.545428,ACC832152,ACC475407,867.98,deposit,other,Tokyo,mobile,FALSE,,,-0.44,19,0.09,ACH,82.232.232.95,D9549206
T120529,2023-08-30T00:48:07.216322,ACC886556,ACC592970,1161.52,deposit,travel,Singapore,mobile,FALSE,,,1.61,18,0.77,UPI,53.169.168.246,D2493415
T120530,2023-02-04T16:40:03.964276,ACC682811,ACC747267,555.17,deposit,online,Sydney,web,FALSE,,,-0.86,9,0.08,ACH,244.163.101.230,D1983985
T120531,2023-04-12T10:31:41.528167,ACC363280,ACC964669,1318.55,deposit,grocery,Berlin,atm,FALSE,,-3848.478048,0.07,8,0.41,wire_transfer,169.67.195.201,D2827836
T120532,2023-02-25T23:53:52.110603,ACC340567,ACC951435,8.53,payment,travel,Dubai,web,FALSE,,,0.57,1,0.43,wire_transfer,31.184.156.137,D7307582
T120533,2023-07-27T16:47:01.396488,ACC200541,ACC667845,609.25,withdrawal,online,Sydney,pos,FALSE,,,0.33,6,0.88,card,149.171.172.234,D6616875
T120534,2023-04-01T20:03:58.475337,ACC565207,ACC739769,0.01,withdrawal,online,New York,atm,FALSE,,,-0.18,18,0.06,card,56.60.10.161,D5312937
T120535,2023-08-13T08:08:05.747634,ACC631011,ACC105659,1406.96,deposit,entertainment,New York,pos,FALSE,,,0.59,19,0.09,ACH,170.196.163.139,D1265424
T120536,2023-05-11T13:04:52.419913,ACC407121,ACC309764,14.17,transfer,other,Singapore,pos,FALSE,,,0.48,8,0.53,wire_transfer,15.234.2.191,D5849314
T120537,2023-08-30T20:18:29.968647,ACC699392,ACC397312,12.37,payment,retail,Sydney,mobile,FALSE,,,0.99,4,0.45,ACH,149.231.121.246,D6716060
T120538,2023-06-19T15:19:16.424431,ACC975663,ACC296965,24.32,withdrawal,grocery,New York,atm,FALSE,,,-0.57,6,0.03,UPI,247.180.92.9,D6172324
T120539,2023-01-03T18:24:57.549529,ACC478660,ACC236730,1270.09,deposit,travel,Dubai,web,FALSE,,,1.19,16,0.51,card,177.240.14.141,D1394384
T120540,2023-07-29T12:13:52.320849,ACC220316,ACC579419,32.88,payment,restaurant,Toronto,web,FALSE,,,-0.32,14,0.54,ACH,165.241.238.9,D9638450
T120541,2023-06-02T05:15:16.885607,ACC826726,ACC349342,569.53,withdrawal,entertainment,Sydney,mobile,FALSE,,,-0.53,9,0.41,UPI,158.238.204.5,D7168800
T120542,2023-05-30T13:21:14.138854,ACC747432,ACC310849,119.69,payment,grocery,Sydney,pos,FALSE,,,-1.05,14,0.49,UPI,237.180.160.67,D7593517
T120543,2023-10-05T12:48:09.110883,ACC788328,ACC176194,56.89,transfer,travel,Toronto,atm,FALSE,,,1.15,5,0.53,wire_transfer,148.43.89.133,D5049504
T120544,2023-05-07T20:04:55.965440,ACC363561,ACC322624,17.55,transfer,utilities,Berlin,atm,FALSE,,,0.83,14,0.15,UPI,244.45.136.136,D1390302
T120545,2023-10-06T00:05:15.479845,ACC834202,ACC253267,1366.33,deposit,travel,Sydney,atm,FALSE,,,-0.78,3,0.83,card,227.2.247.193,D3944591
T120546,2023-06-13T23:26:28.477082,ACC377036,ACC226648,29.88,transfer,retail,Berlin,mobile,FALSE,,,0.99,3,0.41,UPI,221.162.133.47,D5169130
T120547,2023-05-13T01:15:31.109574,ACC704506,ACC835965,14.81,transfer,online,Toronto,web,FALSE,,,-1.13,7,0.39,ACH,247.171.93.110,D7166438
T120548,2023-11-27T12:37:27.915530,ACC486811,ACC517356,98.99,payment,grocery,New York,pos,FALSE,,,0.31,14,0.91,ACH,4.228.13.140,D3313368
T120549,2023-04-24T16:42:47.263157,ACC639605,ACC553600,67.83,payment,restaurant,Berlin,web,FALSE,,,-0.14,6,0.66,UPI,44.51.68.241,D5492717
T120550,2023-08-26T12:58:33.558202,ACC669292,ACC597110,9.3,transfer,entertainment,Toronto,web,FALSE,,,-0.22,18,0.97,ACH,203.217.65.148,D1993926
T120551,2023-10-16T00:33:24.070479,ACC106259,ACC294695,748.72,deposit,travel,Dubai,web,FALSE,,,-0.42,8,0.11,ACH,181.47.77.119,D3345053
T120552,2023-10-14T23:05:44.479609,ACC552420,ACC246914,80.38,payment,restaurant,Sydney,web,FALSE,,,-2.62,9,0.99,UPI,238.32.124.120,D1485855
T120553,2023-06-19T03:16:05.218443,ACC362873,ACC243986,64.94,payment,utilities,London,mobile,FALSE,,,-0.36,19,0.71,card,186.137.94.249,D1263638
T120554,2023-11-06T21:42:57.430218,ACC814879,ACC852912,26.86,payment,online,Dubai,atm,FALSE,,,-1.93,16,0.17,UPI,192.236.195.3,D3064036
T120555,2023-08-06T05:26:29.089753,ACC518238,ACC728219,259.48,withdrawal,retail,Toronto,web,FALSE,,,0.32,4,0.68,UPI,66.102.87.88,D1435838
T120556,2023-12-09T01:35:46.086168,ACC318988,ACC906284,150.85,withdrawal,utilities,Toronto,pos,FALSE,,,0.61,9,0.39,UPI,224.101.178.110,D2500880
T120557,2023-06-13T20:37:54.567515,ACC428034,ACC462738,168.28,payment,travel,Dubai,atm,FALSE,,,0.67,2,0.25,card,100.190.89.12,D5180664
T120558,2023-04-11T12:00:28.825875,ACC881341,ACC596304,18.55,transfer,travel,New York,mobile,FALSE,,,0.23,14,0.41,wire_transfer,64.209.149.91,D5416783
T120559,2023-10-29T11:59:33.488463,ACC751243,ACC721282,9.48,transfer,utilities,Toronto,web,FALSE,,,-0.73,4,0.66,ACH,173.246.117.34,D5797342
T120560,2023-05-01T18:36:36.403338,ACC164587,ACC398456,1998.75,deposit,other,Tokyo,web,FALSE,,,-2.08,6,0.06,wire_transfer,128.196.227.254,D5321115
T120561,2023-04-19T07:39:04.525354,ACC365237,ACC312856,12.15,transfer,online,Toronto,atm,FALSE,,,0.54,8,0.08,ACH,239.59.137.215,D8519631
T120562,2024-01-01T09:20:55.678284,ACC723956,ACC608068,15.84,transfer,retail,Tokyo,web,FALSE,,,-0.38,15,0.48,wire_transfer,103.168.189.81,D4664928
T120563,2023-08-23T12:57:16.900559,ACC875993,ACC527725,264.8,withdrawal,retail,New York,mobile,FALSE,,,-0.29,1,0.66,ACH,77.91.115.79,D2039810
T120564,2023-11-13T21:55:15.067370,ACC652710,ACC370158,53.53,payment,online,Singapore,atm,FALSE,,,0.31,2,0.3,ACH,113.17.135.118,D4616155
T120565,2023-05-29T10:03:30.777721,ACC758649,ACC853718,17.88,transfer,retail,New York,web,FALSE,,,-1.37,19,0.52,ACH,199.46.254.199,D1088121
T120566,2023-09-24T20:00:13.167627,ACC414033,ACC970956,34.46,payment,restaurant,Toronto,pos,FALSE,,,-0.72,16,0.28,card,170.195.89.30,D5807081
T120567,2023-07-18T22:17:11.754934,ACC995758,ACC591278,4.39,transfer,utilities,Singapore,pos,FALSE,,,-0.38,15,0.2,card,236.185.65.243,D1699029
T120568,2023-07-14T01:49:06.968638,ACC540448,ACC994810,421.74,withdrawal,utilities,Sydney,mobile,FALSE,,,0.78,15,0.34,card,27.77.216.67,D3757580
T120569,2023-09-14T19:53:54.072503,ACC992127,ACC327963,20.62,payment,other,Berlin,mobile,FALSE,,3191.925505,0.72,20,0.3,wire_transfer,57.143.182.254,D3763306
T120570,2023-09-30T14:33:13.122812,ACC223320,ACC516987,114.35,payment,online,London,pos,FALSE,,,0.83,20,0.15,UPI,149.176.2.40,D2952418
T120571,2023-05-19T10:00:52.360234,ACC317718,ACC840351,64.83,payment,online,Toronto,atm,FALSE,,,-0.14,19,0.04,card,168.135.12.34,D1888471
T120572,2023-11-14T09:12:59.247806,ACC716194,ACC494364,11.24,transfer,restaurant,London,web,FALSE,,,-0.62,10,0.77,card,174.164.117.83,D6477266
T120573,2023-12-24T15:41:46.182218,ACC637742,ACC544070,18.75,payment,retail,Sydney,mobile,FALSE,,,0.01,14,0.63,wire_transfer,83.97.39.200,D6480005
T120574,2023-01-05T03:36:08.045681,ACC529802,ACC942307,87.78,transfer,retail,Dubai,mobile,FALSE,,,-1.18,9,0.44,card,8.171.41.151,D4366934
T120575,2023-09-04T18:06:35.866685,ACC416911,ACC815782,0.01,withdrawal,entertainment,Tokyo,atm,FALSE,,,-1.35,13,0.05,card,52.59.118.107,D9558072
T120576,2023-07-14T04:15:47.253357,ACC723504,ACC617817,128.11,withdrawal,entertainment,Sydney,atm,FALSE,,3361.433729,-0.78,6,0.14,card,43.13.187.49,D7342179
T120577,2023-03-18T15:52:46.959387,ACC254275,ACC529701,95.34,payment,utilities,Singapore,mobile,FALSE,,,0.66,7,0.27,ACH,106.184.22.83,D7763166
T120578,2023-09-08T15:07:26.348017,ACC864968,ACC340504,383.52,withdrawal,online,Sydney,mobile,FALSE,,,-0.71,8,0.66,wire_transfer,13.244.161.89,D1190100
T120579,2023-12-15T23:47:20.720776,ACC624897,ACC877864,32.18,payment,other,London,pos,FALSE,,,-1.33,11,0.7,card,6.204.118.159,D8509576
T120580,2023-08-21T08:35:39.173814,ACC484977,ACC616397,1314.67,deposit,travel,Singapore,mobile,FALSE,,,-1.59,4,0.74,ACH,210.219.39.89,D9168714
T120581,2023-09-04T00:29:16.207968,ACC760187,ACC173477,190.82,payment,retail,New York,atm,FALSE,,,-0.61,16,0.7,card,250.50.189.42,D6468520
T120582,2023-07-30T16:34:12.886265,ACC714388,ACC271195,333.13,withdrawal,restaurant,Toronto,pos,FALSE,,-248.5729687,-2.4,16,0.21,card,84.200.244.25,D5232978
T120583,2023-07-06T06:04:16.831746,ACC570218,ACC377635,1577.54,deposit,grocery,Toronto,atm,FALSE,,,-0.24,9,0.56,UPI,81.136.196.44,D8667402
T120584,2023-03-16T01:18:03.544499,ACC106336,ACC883290,81.75,payment,entertainment,Dubai,pos,FALSE,,,-0.09,8,0.69,UPI,142.215.87.147,D6361451
T120585,2023-11-07T02:02:28.914777,ACC364152,ACC716732,368.54,deposit,restaurant,Singapore,web,FALSE,,,1.56,10,0.04,ACH,144.70.178.120,D5002150
T120586,2023-03-07T08:30:24.717841,ACC482431,ACC814303,84.08,withdrawal,online,Tokyo,mobile,FALSE,,,-0.28,19,0.71,card,220.160.254.238,D9518527
T120587,2023-05-15T06:58:59.296885,ACC535768,ACC879901,1225.83,deposit,grocery,New York,mobile,FALSE,,,0.49,10,0.25,UPI,61.175.29.188,D2763425
T120588,2023-08-25T23:31:59.904614,ACC401216,ACC405505,55.85,payment,entertainment,Tokyo,web,FALSE,,,-1.03,17,0.29,ACH,34.250.72.202,D6625196
T120589,2023-01-04T18:10:02.379610,ACC418902,ACC894332,12.85,transfer,entertainment,Tokyo,pos,FALSE,,,0.29,10,0.55,UPI,174.9.145.18,D8381815
T120590,2023-03-10T12:32:43.356654,ACC150718,ACC923609,225.66,payment,utilities,Berlin,pos,FALSE,,,-0.72,20,0.33,UPI,196.0.5.176,D1889082
T120591,2023-03-15T11:00:16.229597,ACC156804,ACC332099,17.28,transfer,online,New York,mobile,FALSE,,,-0.27,4,0.83,UPI,171.11.238.213,D7139117
T120592,2023-12-16T04:10:02.341721,ACC367657,ACC904446,19.89,payment,other,Singapore,mobile,FALSE,,,0.62,14,0.01,card,66.48.139.150,D5091793
T120593,2023-06-21T19:28:40.439761,ACC195185,ACC575944,1243.94,deposit,utilities,Tokyo,web,FALSE,,,-0.72,7,0.8,card,132.196.40.192,D7839009
T120594,2023-09-16T14:39:26.239914,ACC248615,ACC589658,258.14,withdrawal,travel,Singapore,web,FALSE,,,-0.26,2,0.91,ACH,219.138.126.189,D4978237
T120595,2023-02-10T22:39:18.925845,ACC160693,ACC460496,285.53,payment,grocery,Sydney,mobile,FALSE,,-98.31548992,-1.65,18,0.25,UPI,205.235.16.191,D2627762
T120596,2023-12-30T01:43:12.936131,ACC174507,ACC707651,317.2,withdrawal,entertainment,Toronto,mobile,FALSE,,,-0.39,1,0.25,wire_transfer,118.146.122.10,D5196162
T120597,2023-07-01T17:50:32.500732,ACC818534,ACC644479,316.95,payment,entertainment,Dubai,web,FALSE,,,0.11,6,0.45,wire_transfer,227.185.63.7,D8821320
T120598,2023-12-05T13:08:04.397386,ACC699907,ACC845568,416.47,withdrawal,other,Toronto,mobile,FALSE,,,0.64,10,0.48,card,84.157.46.221,D6568757
T120599,2023-08-23T23:26:02.157820,ACC713522,ACC632031,19.55,transfer,travel,Dubai,atm,FALSE,,,1.76,5,0.4,ACH,234.233.201.232,D5986345
T120600,2023-09-01T12:07:22.772083,ACC272238,ACC957049,7.5,payment,other,Toronto,web,FALSE,,,0.78,17,0.79,wire_transfer,144.54.28.46,D9398053
T120601,2023-05-08T12:19:26.284397,ACC421001,ACC692764,24.19,transfer,travel,Sydney,web,FALSE,,,-2.15,19,0.73,ACH,4.141.9.211,D5884522
T120602,2023-10-27T06:40:29.411082,ACC975451,ACC509107,36.07,payment,grocery,Singapore,pos,FALSE,,,-0.97,15,0.09,wire_transfer,241.195.255.20,D8926458
T120603,2023-11-01T12:06:14.170211,ACC862362,ACC151221,129.63,payment,entertainment,Singapore,mobile,FALSE,,,0.41,13,0.37,wire_transfer,107.93.120.72,D4771198
T120604,2023-12-10T15:37:06.104646,ACC173181,ACC433667,251.71,withdrawal,travel,Toronto,mobile,FALSE,,,-0.71,6,0.32,UPI,44.120.233.39,D6492688
T120605,2023-07-17T17:49:49.519188,ACC658489,ACC371580,49.03,payment,retail,Dubai,mobile,FALSE,,,-1.17,5,0.84,wire_transfer,10.168.219.26,D6758867
T120606,2023-02-03T22:22:36.392267,ACC759164,ACC222432,19.83,transfer,grocery,Berlin,pos,FALSE,,,0.42,13,0.89,wire_transfer,169.228.243.147,D6781486
T120607,2023-11-03T06:04:56.308111,ACC814610,ACC497158,18.85,transfer,retail,Berlin,atm,FALSE,,,0.95,14,0.18,ACH,247.252.198.246,D1247602
T120608,2023-05-21T21:10:47.253576,ACC897499,ACC689966,1237.37,deposit,travel,Singapore,pos,FALSE,,,-0.17,3,0.43,ACH,152.134.67.19,D1145886
T120609,2023-02-01T15:49:51.893434,ACC251622,ACC603089,394.35,deposit,online,London,mobile,FALSE,,,0.24,18,0.33,card,16.97.77.122,D4623606
T120610,2023-08-11T12:35:39.466965,ACC833046,ACC690690,144.59,payment,entertainment,Toronto,web,FALSE,,,1.62,11,0.18,UPI,179.119.231.197,D9531035
T120611,2023-05-17T07:31:33.122736,ACC840777,ACC120113,466.21,withdrawal,restaurant,New York,web,FALSE,,,0.49,3,0.55,card,154.27.150.96,D1515109
T120612,2023-09-10T05:54:56.512259,ACC490983,ACC917177,16.73,payment,restaurant,Toronto,pos,FALSE,,,-0.19,13,0.23,wire_transfer,149.113.231.148,D4559850
T120613,2023-11-10T14:14:09.421902,ACC812893,ACC848091,136.62,payment,travel,London,mobile,FALSE,,,-0.78,15,0.27,card,166.223.102.55,D2683405
T120614,2023-11-11T22:17:00.898622,ACC220573,ACC610174,84.84,payment,travel,London,pos,FALSE,,,-0.08,13,0.41,card,243.43.174.167,D3967254
T120615,2023-12-29T05:39:48.433291,ACC977558,ACC886852,1212.06,deposit,utilities,Dubai,web,FALSE,,,1.1,9,0.26,UPI,34.99.213.173,D6485480
T120616,2023-01-18T13:21:44.260110,ACC531076,ACC851746,6.4,transfer,grocery,New York,atm,FALSE,,,0.24,3,0.33,wire_transfer,119.183.19.48,D7876837
T120617,2023-09-14T05:03:24.086440,ACC762465,ACC779766,1218.78,deposit,online,Tokyo,mobile,FALSE,,,-0.18,10,0.4,card,61.181.11.129,D8310149
T120618,2023-04-08T06:05:33.888024,ACC595691,ACC663081,7.75,transfer,entertainment,Sydney,mobile,FALSE,,,-0.83,9,0.02,UPI,178.182.1.219,D7195002
T120619,2023-02-25T21:49:37.775167,ACC646476,ACC195785,318.42,withdrawal,entertainment,Berlin,pos,FALSE,,,0.04,20,0.37,UPI,96.25.82.9,D5481867
T120620,2023-02-05T05:07:23.003782,ACC501208,ACC493375,9.51,payment,retail,London,mobile,FALSE,,,-1.18,7,0.14,UPI,181.89.92.37,D3421027
T120621,2023-11-02T10:03:33.911467,ACC997220,ACC395758,23,payment,entertainment,Tokyo,web,FALSE,,,0.77,14,0.92,wire_transfer,157.101.245.2,D2610322
T120622,2023-06-30T00:34:30.768166,ACC568724,ACC449529,1011.11,deposit,restaurant,Dubai,atm,FALSE,,,1.11,18,0.88,ACH,23.25.194.17,D6881213
T120623,2023-01-10T23:43:11.266071,ACC180935,ACC388052,1572.22,deposit,utilities,Tokyo,mobile,FALSE,,,-0.95,16,0.59,ACH,38.32.192.34,D5017273
T120624,2023-07-04T04:12:44.801302,ACC314359,ACC112914,1195.94,deposit,grocery,Singapore,mobile,FALSE,,,-1.36,4,0.93,ACH,0.155.158.101,D5931633
T120625,2023-04-24T05:59:02.655565,ACC576036,ACC129354,795.32,deposit,retail,Dubai,mobile,FALSE,,,-1.35,1,0.03,UPI,255.152.121.10,D6746626
T120626,2023-12-08T20:22:35.130066,ACC501000,ACC543524,11.6,transfer,restaurant,Toronto,pos,FALSE,,,0.2,4,0.35,wire_transfer,89.187.69.60,D5001965
T120627,2023-02-07T09:13:48.073915,ACC435727,ACC866897,21.83,transfer,entertainment,Singapore,mobile,FALSE,,,-0.15,10,0.59,ACH,193.35.87.172,D2025293
T120628,2023-06-06T02:19:46.623831,ACC395761,ACC941748,1419.98,deposit,retail,Singapore,web,FALSE,,,-1.68,4,0.04,wire_transfer,223.71.200.200,D2470781
T120629,2023-02-14T02:06:35.673690,ACC375157,ACC960138,1841.5,deposit,other,Toronto,web,FALSE,,,1.8,16,0.04,UPI,194.228.183.142,D1754061
T120630,2023-04-17T20:22:31.542875,ACC307382,ACC378949,436.21,withdrawal,online,Dubai,web,FALSE,,,-0.86,12,0.02,card,106.208.111.208,D4497381
T120631,2023-01-03T06:44:18.830453,ACC665624,ACC438637,403.87,deposit,travel,New York,mobile,FALSE,,,0.51,10,0.26,wire_transfer,81.100.124.86,D2033313
T120632,2023-12-12T05:09:29.481499,ACC999327,ACC727248,35.69,withdrawal,travel,Singapore,atm,FALSE,,,-1.76,18,0,card,197.42.6.36,D5066242
T120633,2023-07-26T18:34:09.416703,ACC768527,ACC625704,319.81,withdrawal,grocery,London,atm,FALSE,,,-1.69,3,0.48,card,31.80.180.131,D3028576
T120634,2023-11-20T06:04:05.799872,ACC511734,ACC284871,64.06,transfer,utilities,Toronto,pos,FALSE,,,0.36,1,0.06,UPI,136.185.49.137,D8911139
T120635,2023-01-15T02:33:25.616973,ACC405063,ACC838054,48.45,transfer,grocery,Berlin,pos,FALSE,,-4155.014159,1.03,14,0.45,UPI,53.224.56.163,D2163740
T120636,2023-08-30T05:14:12.801652,ACC118677,ACC512092,48.24,transfer,entertainment,Berlin,atm,FALSE,,,-0.66,6,0.46,wire_transfer,186.27.240.183,D6672554
T120637,2023-02-17T01:43:14.614486,ACC687244,ACC987038,188.17,withdrawal,entertainment,Singapore,pos,FALSE,,,-2.15,5,0.11,card,141.76.59.87,D5305020
T120638,2023-07-23T10:10:50.527690,ACC228214,ACC547609,40.5,payment,grocery,Tokyo,mobile,FALSE,,,1.1,16,0.95,UPI,248.134.253.244,D5655348
T120639,2023-07-03T16:37:26.040236,ACC538571,ACC663785,204.76,withdrawal,retail,Dubai,web,FALSE,,,-1.04,19,0.48,card,196.99.196.137,D5749276
T120640,2023-01-09T07:50:46.520520,ACC858746,ACC497204,538.8,withdrawal,restaurant,New York,web,FALSE,,,-0.12,16,0.15,ACH,103.4.51.39,D8382994
T120641,2023-11-29T21:21:07.429201,ACC975893,ACC377696,405.93,withdrawal,other,Singapore,pos,FALSE,,,-1.48,14,0.2,ACH,63.221.194.169,D3749012
T120642,2023-01-14T06:13:33.810798,ACC978195,ACC643034,8.88,transfer,online,London,mobile,FALSE,,,-1.12,17,0.25,wire_transfer,53.184.70.83,D3495576
T120643,2023-05-01T02:43:20.409608,ACC392279,ACC335412,423.35,payment,grocery,Singapore,web,FALSE,,2418.830624,0.43,11,0.13,wire_transfer,17.55.22.176,D4203161
T120644,2023-06-02T11:25:30.210779,ACC523179,ACC762853,501.88,withdrawal,retail,Tokyo,atm,FALSE,,,-1.61,20,0.46,card,224.163.37.200,D2181061
T120645,2023-04-14T05:40:49.249234,ACC748508,ACC139761,1091.53,deposit,restaurant,Sydney,atm,FALSE,,,0.51,12,0.18,wire_transfer,90.167.84.70,D8948055
T120646,2023-06-15T19:47:56.102895,ACC738329,ACC144290,424.62,withdrawal,grocery,Toronto,atm,FALSE,,,0.75,11,0.37,ACH,202.116.169.9,D4829055
T120647,2023-12-09T07:38:48.902900,ACC796565,ACC238700,7.07,payment,online,Singapore,atm,FALSE,,,1.97,17,0.36,ACH,72.25.95.193,D7137761
T120648,2023-12-19T18:48:47.346709,ACC712870,ACC495229,218.46,payment,other,London,web,FALSE,,,-0.69,2,0.65,card,115.51.147.55,D1138231
T120649,2023-12-17T10:58:51.328864,ACC405719,ACC364364,1590.56,deposit,grocery,New York,atm,FALSE,,,-0.24,6,0.77,UPI,58.52.109.123,D3933783
T120650,2023-12-06T14:27:12.447530,ACC179775,ACC733456,8.24,payment,travel,Berlin,pos,FALSE,,,-0.37,8,0.43,UPI,131.203.39.19,D1853790
T120651,2023-09-09T10:41:17.730370,ACC988076,ACC573410,32.66,transfer,other,New York,mobile,FALSE,,,-1.16,2,0.09,wire_transfer,139.195.139.156,D3081645
T120652,2023-01-07T04:53:38.623531,ACC131422,ACC841521,17.69,transfer,restaurant,Toronto,atm,FALSE,,,-0.31,13,0.01,card,132.73.191.24,D4155138
T120653,2023-09-26T00:40:54.981208,ACC760215,ACC649692,0.01,withdrawal,retail,New York,mobile,FALSE,,,-0.71,2,0.32,UPI,88.199.58.135,D5455261
T120654,2023-10-10T16:01:03.838654,ACC321504,ACC143812,291.1,payment,grocery,Berlin,pos,FALSE,,,0.05,9,0.33,wire_transfer,87.18.223.31,D9702565
T120655,2023-09-15T00:38:04.584817,ACC675277,ACC629414,1523.88,deposit,entertainment,Toronto,web,FALSE,,,0.67,2,0.88,card,87.194.148.171,D6497965
T120656,2023-02-02T23:22:38.141730,ACC302956,ACC819721,1455.55,deposit,entertainment,Dubai,web,FALSE,,,-1.6,5,0.92,UPI,202.33.35.15,D3723346
T120657,2023-04-05T00:02:17.654792,ACC849939,ACC915287,33.14,payment,grocery,Berlin,atm,FALSE,,,1,11,0.81,card,150.102.15.171,D5553236
T120658,2023-09-09T04:10:05.995327,ACC756421,ACC369574,36.12,payment,other,London,atm,FALSE,,1099.189334,-0.36,16,0.07,ACH,254.68.246.57,D4921966
T120659,2023-12-30T10:22:35.197371,ACC446326,ACC198197,1591.14,deposit,grocery,London,pos,FALSE,,,0.58,10,0.65,wire_transfer,184.19.60.53,D5620099
T120660,2023-05-28T14:13:47.345716,ACC557714,ACC330754,478.6,withdrawal,travel,Tokyo,web,FALSE,,,0.41,2,0.33,wire_transfer,123.72.44.233,D3324448
T120661,2023-05-26T01:47:44.822190,ACC268940,ACC644236,41.75,transfer,restaurant,Sydney,atm,FALSE,,,0.05,11,0.02,wire_transfer,187.37.193.111,D1658988
T120662,2023-02-02T19:03:34.384095,ACC455809,ACC538730,20.08,transfer,retail,Berlin,atm,FALSE,,,0.5,8,0.07,ACH,211.221.42.244,D7321378
T120663,2023-01-29T04:35:16.953841,ACC733231,ACC817502,22.47,payment,grocery,Berlin,web,FALSE,,,1.38,3,0.47,ACH,148.191.38.86,D3384264
T120664,2023-12-20T23:40:14.709341,ACC829227,ACC271420,252.34,withdrawal,grocery,Sydney,pos,FALSE,,,1.79,2,0.28,card,140.130.170.236,D3043577
